filename,width,height,class,xmin,ymin,xmax,ymax
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,juvenile_penguin,1871,1087,1892,1117
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,juvenile_penguin,1889,1085,1908,1112
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2006,1085,2039,1107
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2227,1068,2260,1094
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2380,1054,2401,1066
Screenshot from R0010040_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2301,1066,2328,1079
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,researcher,1,278,122,1794
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,researcher,3225,275,3840,1920
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1367,1011,1390,1027
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1478,1004,1507,1015
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1492,1014,1526,1028
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1533,1048,1594,1082
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1552,1020,1591,1040
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1602,1023,1651,1044
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1678,1012,1712,1028
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1722,1014,1762,1030
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,1861,1001,1884,1042
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_toboggan_penguin,1909,1032,1964,1055
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,1956,998,1989,1068
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,2105,999,2131,1067
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,2188,998,2219,1056
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,2277,981,2320,1068
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,juvenile_penguin,2350,995,2367,1031
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,2367,986,2391,1038
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,adult_standing_penguin,2604,967,2621,1004
Screenshot from R0010044_st.MP4 - 11.jpg,3840,1920,researcher,3213,937,3234,967
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,researcher,456,780,606,1136
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,researcher,646,141,2798,1920
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,392,990,419,1007
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,2383,977,2420,1028
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,2453,993,2529,1115
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,2791,956,2876,1131
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3398,953,3469,1090
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,3333,931,3392,960
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,3060,906,3092,927
Screenshot from R0010033_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,2724,939,2751,954
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,38,953,124,1101
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,113,923,203,1139
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,351,930,433,1108
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,426,923,497,1065
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,539,929,609,1089
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,740,943,818,1079
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,895,981,944,1002
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1311,947,1355,1045
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1347,939,1409,1057
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1513,1011,1620,1044
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1752,951,1792,1034
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,researcher,1779,658,1929,1151
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2170,976,2251,999
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,2331,962,2364,980
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2515,946,2548,996
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,researcher,2453,474,3206,1492
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3428,937,3476,1029
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3541,948,3580,1004
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3583,931,3642,1059
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,3678,979,3763,1023
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,3707,994,3785,1036
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3776,931,3840,1113
Screenshot from R0010035_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,3137,961,3170,981
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,juvenile_penguin,9,1020,51,1099
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,245,969,294,1084
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,309,1008,372,1040
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,researcher,685,834,1781,1812
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,researcher,2493,771,3084,1592
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,2841,953,2893,1041
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3330,995,3441,1192
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3436,995,3565,1239
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3535,993,3622,1196
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3637,1011,3738,1202
Screenshot from R0010018_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,3736,982,3795,1070
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1123,1013,1153,1029
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1158,1010,1191,1028
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1462,997,1485,1048
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1665,994,1687,1047
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,1684,1008,1702,1043
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1903,1028,1979,1054
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,2051,1017,2080,1059
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,2033,992,2067,1044
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,researcher,2511,876,2576,1029
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,2879,978,2921,998
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,2909,950,2937,994
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,researcher,2908,767,3058,1204
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,3066,953,3092,1010
Screenshot from R0010042_st.MP4 - 1.jpg,3840,1920,researcher,3369,386,3840,1734
Screenshot from R0010019_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,378,971,400,1003
Screenshot from R0010019_st.MP4 - 4.jpg,3840,1920,researcher,556,956,567,979
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,researcher,1,344,315,1644
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1562,1007,1608,1028
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1646,999,1676,1018
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1735,994,1765,1009
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1770,995,1802,1010
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1982,998,2015,1012
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,2140,1076,2258,1149
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,2267,993,2308,1017
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,2441,969,2460,1011
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,2611,994,2649,1015
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,2762,982,2808,1001
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,3118,960,3140,989
Screenshot from R0010044_st.MP4 - 3.jpg,3840,1920,researcher,3185,317,3840,1646
R0010003_st_Moment(5).jpg,3840,1920,researcher,3506,934,3555,1011
R0010003_st_Moment(5).jpg,3840,1920,researcher,3650,906,3688,1010
R0010003_st_Moment(5).jpg,3840,1920,researcher,3683,910,3717,1007
R0010003_st_Moment(5).jpg,3840,1920,adult_toboggan_penguin,2116,978,2152,1002
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1881,981,1917,1053
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1730,988,1772,1091
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1688,995,1739,1102
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1586,990,1643,1107
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1492,982,1529,1061
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1453,983,1498,1096
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1390,995,1440,1085
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1370,984,1403,1052
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1344,975,1376,1046
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1317,986,1349,1051
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1284,971,1325,1055
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1272,965,1294,1015
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,1240,980,1271,1043
R0010003_st_Moment(5).jpg,3840,1920,adult_standing_penguin,915,978,947,1026
R0010003_st_Moment(5).jpg,3840,1920,juvenile_penguin,884,999,906,1023
Screenshot from R0010023_st.MP4.jpg,3840,1920,researcher,241,940,281,1092
Screenshot from R0010023_st.MP4.jpg,3840,1920,researcher,1,911,392,1532
Screenshot from R0010023_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1974,983,2002,1001
Screenshot from R0010023_st.MP4.jpg,3840,1920,adult_standing_penguin,2100,965,2134,1015
Screenshot from R0010023_st.MP4.jpg,3840,1920,adult_standing_penguin,2189,981,2220,1040
Screenshot from R0010023_st.MP4.jpg,3840,1920,adult_standing_penguin,2402,956,2423,1001
Screenshot from R0010023_st.MP4.jpg,3840,1920,researcher,3332,960,3356,1024
Screenshot from R0010023_st.MP4.jpg,3840,1920,researcher,3370,953,3397,1022
Screenshot from R0010023_st.MP4.jpg,3840,1920,researcher,3649,763,3840,1532
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,researcher,1188,312,2872,1744
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,99,988,128,1039
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,160,997,182,1035
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,253,998,278,1030
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,19,991,42,1034
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,316,996,330,1024
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,348,998,378,1026
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,389,993,414,1019
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,455,993,482,1027
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,497,989,529,1037
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,496,1013,555,1051
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,675,1003,712,1025
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,738,927,847,1108
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,1024,985,1079,1005
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,1030,960,1050,998
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,2610,958,2652,977
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,3247,954,3269,1002
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,3482,977,3503,1019
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_toboggan_penguin,3544,991,3602,1024
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,3527,960,3553,1007
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,3549,970,3572,1010
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,adult_standing_penguin,3653,967,3680,1017
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,3720,975,3752,1036
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,3750,983,3780,1039
Screenshot from R0010059_st.MP4 - 3.jpg,3840,1920,juvenile_penguin,3786,1010,3827,1039
Screenshot from R0010024_st.MP4.jpg,3840,1920,researcher,1,688,482,1530
Screenshot from R0010024_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1621,1000,1650,1012
Screenshot from R0010024_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1672,1000,1695,1007
Screenshot from R0010024_st.MP4.jpg,3840,1920,adult_standing_penguin,2093,989,2109,1028
Screenshot from R0010024_st.MP4.jpg,3840,1920,adult_standing_penguin,2512,971,2527,1002
Screenshot from R0010024_st.MP4.jpg,3840,1920,adult_standing_penguin,2705,972,2724,1002
Screenshot from R0010024_st.MP4.jpg,3840,1920,researcher,3084,925,3128,1057
Screenshot from R0010024_st.MP4.jpg,3840,1920,researcher,3152,918,3201,1044
Screenshot from R0010024_st.MP4.jpg,3840,1920,researcher,3633,941,3691,1032
Screenshot from R0010024_st.MP4.jpg,3840,1920,researcher,3632,724,3840,1548
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,researcher,1,378,490,1765
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,researcher,3427,396,3840,1809
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1047,1011,1112,1049
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1115,977,1147,994
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1168,985,1215,999
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,1901,976,1938,1045
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,juvenile_penguin,1919,1000,1945,1055
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,1972,975,1998,998
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,2434,973,2455,1022
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_standing_penguin,2546,980,2562,999
Screenshot from R0010045_st.MP4 - 5.jpg,3840,1920,adult_toboggan_penguin,2701,992,2735,1010
R0010003_st_Moment(22).jpg,3840,1920,researcher,3397,589,3715,1329
R0010003_st_Moment(22).jpg,3840,1920,researcher,3321,944,3388,1021
R0010003_st_Moment(22).jpg,3840,1920,researcher,3665,908,3712,1011
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1741,989,1802,1098
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1583,992,1659,1126
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1555,980,1602,1091
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1423,980,1467,1071
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1709,1000,1755,1097
R0010003_st_Moment(22).jpg,3840,1920,adult_toboggan_penguin,1103,1007,1150,1032
R0010003_st_Moment(22).jpg,3840,1920,adult_toboggan_penguin,1464,999,1528,1032
R0010003_st_Moment(22).jpg,3840,1920,adult_standing_penguin,1310,984,1347,1053
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,researcher,1,764,491,1548
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_standing_penguin,1903,867,1977,1033
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_toboggan_penguin,1964,945,2040,997
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_toboggan_penguin,2054,948,2147,998
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_standing_penguin,2603,868,2667,1023
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_standing_penguin,2748,888,2812,1021
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_standing_penguin,2727,921,2743,960
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,adult_standing_penguin,2843,920,2863,959
Screenshot from R0010028_st.MP4 - 19.jpg,3840,1920,researcher,3257,777,3840,1402
R0010003_st_Moment.jpg,3840,1920,researcher,3545,706,3809,1264
R0010003_st_Moment.jpg,3840,1920,researcher,3321,941,3386,1022
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1748,985,1806,1103
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1593,994,1646,1124
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1618,978,1654,1097
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1554,981,1601,1091
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1715,996,1752,1093
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1422,973,1461,1071
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1306,983,1342,1051
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1280,959,1306,1014
R0010003_st_Moment.jpg,3840,1920,adult_toboggan_penguin,1093,1003,1152,1041
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,997,970,1028,1021
R0010003_st_Moment.jpg,3840,1920,adult_standing_penguin,1355,976,1391,1041
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,researcher,899,923,1122,1179
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,1323,950,1408,1033
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_standing_penguin,1479,951,1534,1050
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,1883,979,1916,995
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,1971,976,1999,996
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,2152,979,2184,999
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,adult_toboggan_penguin,2267,994,2299,1024
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,researcher,2495,813,2575,1113
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,researcher,2562,822,2651,1088
Screenshot from R0010027_st.MP4 - 4.jpg,3840,1920,researcher,3117,610,3840,1920
Screenshot from R0010029_st.MP4.jpg,3840,1920,researcher,17,286,830,1788
Screenshot from R0010029_st.MP4.jpg,3840,1920,researcher,3025,483,3585,1683
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_standing_penguin,1023,975,1045,1015
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_standing_penguin,1041,974,1058,1014
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_standing_penguin,1056,975,1076,1022
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1218,1015,1257,1031
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1270,1021,1312,1045
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1285,1011,1314,1029
Screenshot from R0010029_st.MP4.jpg,3840,1920,adult_toboggan_penguin,1339,1006,1367,1026
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,13,1019,51,1096
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,221,1007,298,1077
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,400,997,437,1023
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,332,970,360,1023
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1256,1029,1348,1067
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,researcher,676,804,1769,1783
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,researcher,2487,778,3101,1595
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,3149,986,3201,1002
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,3274,983,3331,1005
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,3353,998,3447,1190
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,3525,992,3620,1198
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,3594,988,3654,1145
Screenshot from R0010018_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,3693,1000,3785,1183
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,1,1007,25,1151
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_standing_penguin,3802,1010,3840,1146
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_toboggan_penguin,3732,1063,3823,1103
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_toboggan_penguin,3729,1034,3790,1060
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_toboggan_penguin,3744,1013,3793,1041
Screenshot from R0010019_st.MP4 - 13.jpg,3840,1920,adult_toboggan_penguin,3799,995,3831,1023
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,researcher,590,622,1801,1920
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,122,963,168,1031
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,157,942,193,1025
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1383,970,1487,1009
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1488,890,1551,1046
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1647,893,1713,1043
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1710,891,1768,1036
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,1603,953,1666,989
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1803,915,1862,1016
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1837,896,1899,1047
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,1918,905,1978,1022
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2131,903,2248,1057
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2269,917,2347,1042
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2353,912,2416,1043
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2412,915,2505,1070
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2674,924,2777,1096
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2770,935,2819,1020
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,2999,941,3050,1040
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3041,946,3082,1025
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3071,936,3102,1018
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3319,949,3349,1004
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,3364,983,3384,999
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3386,963,3410,1004
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_toboggan_penguin,3417,988,3442,1009
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,adult_standing_penguin,3441,972,3460,1006
Screenshot from R0010037_st.MP4 - 2.jpg,3840,1920,researcher,3445,940,3474,1003
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,researcher,1,362,372,1715
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,researcher,3311,420,3840,1812
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,researcher,961,969,988,1003
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1163,985,1182,1010
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,researcher,1237,969,1256,1000
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1608,988,1630,1021
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,adult_toboggan_penguin,1665,1020,1720,1046
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1761,1005,1815,1110
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,adult_standing_penguin,1732,980,1756,1026
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,1839,989,1856,1013
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,1848,989,1871,1020
Screenshot from R0010047_st.MP4 - 1.jpg,3840,1920,juvenile_penguin,1869,983,1897,1019
